date,sector,coefficient,metric,metric_coefficient,metric_weight,source,comment
2026-02-10,Commodities,1.632,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_commodities_current_20260210_summary.csv; fyn_commodities_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=3 (expected 3); ev_ebitda: 1.9133 x 29.4% | fcf_yield: 1.8277 x 23.5% | pb: 1.8977 x 23.5% | pe: 0.8192 x 23.5%"
2026-02-10,Semiconductors,1.1875,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_semis_current_20260210_summary.csv; fyn_semis_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=6 (expected 6); ps: 1.1186 x 26.7% | pb: 1.1019 x 20.0% | ev_ebitda: 1.3871 x 33.3% | gross_margin: 1.0322 x 20.0%"
2026-02-10,Food & Staples,1.0368,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_food_current_20260210_summary.csv; fyn_food_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=7 (expected 6); pe: 1.1617 x 42.9% | ev_ebitda: 1.0188 x 35.7% | ps: 0.8167 x 21.4%"
2026-02-10,Technology,0.9052,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_technology_current_20260210_summary.csv; fyn_technology_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=9 (expected 9); pe: 0.9540 x 28.6% | ev_ebitda: 0.7751 x 28.6% | ps: 1.0105 x 28.6% | fcf_yield: 0.8570 x 14.3%"
2026-02-10,Agriculture & Chemicals,1.3099,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_agriculture_chemicals_current_20260210_summary.csv; fyn_agriculture_chemicals_norm_summary.csv; price source: Nasdaq historical API close,"status=provisional; actual_trading_date=2026-02-10; pe.n_companies=4, expected at least 5; pe: 1.0484 x 29.4% | ev_ebitda: 1.6013 x 29.4% | ps: 1.1506 x 23.5% | fcf_yield: 1.4722 x 17.6%"
2026-02-10,Consumer Discretionary,0.7782,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_consumer_discretionary_current_20260210_summary.csv; fyn_consumer_discretionary_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=6 (expected 5); pe: 0.8548 x 33.3% | ev_ebitda: 0.7195 x 27.8% | ps: 0.6088 x 22.2% | fcf_yield: 0.9490 x 16.7%"
2026-02-10,Medical Services,0.9628,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_medical_services_current_20260210_summary.csv; fyn_medical_services_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=7 (expected 7); pe: 0.9475 x 42.9% | ev_ebitda: 0.9745 x 35.7% | ps: 0.9738 x 21.4%"
2026-02-10,Solar,1.5658,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_solar_current_20260210_summary.csv; fyn_solar_norm_summary.csv; price source: Nasdaq historical API close,"status=provisional; actual_trading_date=2026-02-10; pe.n_companies=4, expected at least 5; ev_ebitda: 1.4104 x 42.9% | ps: 1.8691 x 35.7% | pb: 1.3712 x 21.4%"
2026-02-10,REIT,1.1029,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_reit_current_20260210_summary.csv; fyn_reit_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=7 (expected 7); pb: 1.2072 x 55.6% | ps: 0.9725 x 44.4%"
2026-03-10,Banks,1.6654,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_banks_current_20260310_summary.csv; fyn_banks_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-03-10; pe.status=ok, n_companies=5 (expected 5); pb: 1.8430 x 63.6% | pe: 1.3546 x 36.4%"
2026-03-10,Energy,1.5862,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_energy_current_20260310_summary.csv; fyn_energy_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-03-10; pe.status=ok, n_companies=5 (expected 5); ev_ebitda: 0.8514 x 33.3% | fcf_yield: 2.4380 x 33.3% | pe: 2.0302 x 16.7% | pb: 0.9082 x 16.7%"
2026-03-10,Telecom & Streaming,0.8949,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_telecom_current_20260310_summary.csv; fyn_telecom_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-03-10; pe.status=ok, n_companies=7 (expected 7); ev_ebitda: 0.9595 x 42.9% | fcf_yield: 0.6510 x 35.7% | ps: 1.1721 x 21.4%"
2026-03-10,Delivery & Logistics,1.4393,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_delivery_logistics_current_20260310_summary.csv; fyn_delivery_logistics_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-03-10; pe.status=ok, n_companies=5 (expected 5); ev_ebitda: 1.5003 x 40.0% | pe: 1.0128 x 33.3% | ps: 1.8810 x 26.7%"
