anchor_date,actual_trading_date,sector,sector_score,metric,current_value,five_year_average,metric_coefficient,metric_weight,source,comment,status
2026-09-11,2026-09-10,Drugs,1.5272,pe,39.5768,23.18565,1.707,0.5,build_fy_norm.py --current over SEC EDGAR; fyn_drugs_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_drugs_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_drugs_norm_summary.csv; aggregate=median; PROVISIONAL sector score: missing weighted current metrics ev_ebitda; remaining weights renormalised,provisional
2026-09-11,2026-09-10,Drugs,1.5272,ps,6.5545,4.7215,1.3882,0.1667,build_fy_norm.py --current over SEC EDGAR; fyn_drugs_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_drugs_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_drugs_norm_summary.csv; aggregate=median; PROVISIONAL sector score: missing weighted current metrics ev_ebitda; remaining weights renormalised,provisional
2026-09-11,2026-09-10,Drugs,1.5272,fcf_yield,0.042701,0.05667,1.3271,0.3333,build_fy_norm.py --current over SEC EDGAR; fyn_drugs_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_drugs_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_drugs_norm_summary.csv; aggregate=median; PROVISIONAL sector score: missing weighted current metrics ev_ebitda; remaining weights renormalised,provisional
2026-02-28,2026-02-27,Energy,1.5046,ev_ebitda,6.99195,7.06215,0.9901,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-02-28,2026-02-27,Energy,1.5046,fcf_yield,0.053491,0.108823,2.0344,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-02-28,2026-02-27,Energy,1.5046,pe,22.0299,10.5023,2.0976,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-02-28,2026-02-27,Energy,1.5046,pb,2.2314,2.53235,0.8812,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-03-10,2026-03-10,Energy,1.464,ev_ebitda,6.82995,7.06215,0.9671,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-03-10,2026-03-10,Energy,1.464,fcf_yield,0.055644,0.108823,1.9557,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-03-10,2026-03-10,Energy,1.464,pe,21.322,10.5023,2.0302,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-03-10,2026-03-10,Energy,1.464,pb,2.2999,2.53235,0.9082,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-03-20,2026-03-20,Energy,1.5237,ev_ebitda,6.9806,7.06215,0.9885,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-03-20,2026-03-20,Energy,1.5237,fcf_yield,0.051668,0.108823,2.1062,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-03-20,2026-03-20,Energy,1.5237,pe,20.6661,10.5023,1.9678,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-03-20,2026-03-20,Energy,1.5237,pb,2.4948,2.53235,0.9852,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-03-30,2026-03-30,Energy,1.6351,ev_ebitda,7.64535,7.06215,1.0826,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-03-30,2026-03-30,Energy,1.6351,fcf_yield,0.049395,0.108823,2.2031,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-03-30,2026-03-30,Energy,1.6351,pe,22.8377,10.5023,2.1745,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-03-30,2026-03-30,Energy,1.6351,pb,2.6955,2.53235,1.0644,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-04-10,2026-04-10,Energy,1.5425,ev_ebitda,7.3375,7.06215,1.039,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-04-10,2026-04-10,Energy,1.5425,fcf_yield,0.052931,0.108823,2.0559,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-04-10,2026-04-10,Energy,1.5425,pe,22.0314,10.5023,2.0978,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-04-10,2026-04-10,Energy,1.5425,pb,2.4491,2.53235,0.9671,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-04-20,2026-04-20,Energy,1.5098,ev_ebitda,7.1858,7.06215,1.0175,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-04-20,2026-04-20,Energy,1.5098,fcf_yield,0.053403,0.108823,2.0378,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-04-20,2026-04-20,Energy,1.5098,pe,21.3336,10.5023,2.0313,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-04-20,2026-04-20,Energy,1.5098,pb,2.3227,2.53235,0.9172,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-04-30,2026-04-30,Energy,1.6575,ev_ebitda,7.81785,7.06215,1.107,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-04-30,2026-04-30,Energy,1.6575,fcf_yield,0.047013,0.108823,2.3147,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-04-30,2026-04-30,Energy,1.6575,pe,22.2943,10.5023,2.1228,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-04-30,2026-04-30,Energy,1.6575,pb,2.4791,2.53235,0.979,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-05-10,2026-05-08,Energy,1.6207,ev_ebitda,6.97895,7.06215,0.9882,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-05-10,2026-05-08,Energy,1.6207,fcf_yield,0.047224,0.108823,2.3044,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-05-10,2026-05-08,Energy,1.6207,pe,23.6721,10.5023,2.254,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-05-10,2026-05-08,Energy,1.6207,pb,2.2408,2.53235,0.8849,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-05-20,2026-05-20,Energy,1.7423,ev_ebitda,7.55805,7.06215,1.0702,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-05-20,2026-05-20,Energy,1.7423,fcf_yield,0.044302,0.108823,2.4564,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-05-20,2026-05-20,Energy,1.7423,pe,25.5895,10.5023,2.4366,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-05-20,2026-05-20,Energy,1.7423,pb,2.4407,2.53235,0.9638,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-05-30,2026-05-29,Energy,1.6365,ev_ebitda,7.1558,7.06215,1.0133,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-05-30,2026-05-29,Energy,1.6365,fcf_yield,0.047109,0.108823,2.31,0.3333,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-05-30,2026-05-29,Energy,1.6365,pe,23.7851,10.5023,2.2648,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-05-30,2026-05-29,Energy,1.6365,pb,2.2985,2.53235,0.9077,0.1667,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Energy,1.3115,ev_ebitda,5.2676,7.06215,0.7459,0.3333,build_fy_norm.py --current over SEC EDGAR; fyn_energy_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_energy_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Energy,1.3115,fcf_yield,0.061036,0.108823,1.7829,0.3333,build_fy_norm.py --current over SEC EDGAR; fyn_energy_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_energy_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Energy,1.3115,pe,19.0753,10.5023,1.8163,0.1667,build_fy_norm.py --current over SEC EDGAR; fyn_energy_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_energy_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Energy,1.3115,pb,2.5193,2.53235,0.9948,0.1667,build_fy_norm.py --current over SEC EDGAR; fyn_energy_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_energy_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_energy_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Food & Staples,0.7167,pe,23.7478,29.336775,0.8095,0.4286,"build_fy_norm.py --current over SEC EDGAR; fyn_food_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh","current TTM snapshot from fyn_food_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh; real 5Y FY median norm from fyn_food_norm_summary.csv; aggregate=median",ok
2026-09-11,2026-09-10,Food & Staples,0.7167,ev_ebitda,14.5815,22.531525,0.6472,0.3571,"build_fy_norm.py --current over SEC EDGAR; fyn_food_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh","current TTM snapshot from fyn_food_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh; real 5Y FY median norm from fyn_food_norm_summary.csv; aggregate=median",ok
2026-09-11,2026-09-10,Food & Staples,0.7167,ps,1.9247,2.97475,0.647,0.2143,"build_fy_norm.py --current over SEC EDGAR; fyn_food_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh","current TTM snapshot from fyn_food_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh; real 5Y FY median norm from fyn_food_norm_summary.csv; aggregate=median",ok
2026-09-11,2026-09-10,Insurance,0.9268,pb,3.3347,3.3385,0.9989,0.5455,build_fy_norm.py --current over SEC EDGAR; fyn_insurance_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_insurance_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_insurance_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Insurance,0.9268,pe,13.2319,15.74505,0.8404,0.4545,build_fy_norm.py --current over SEC EDGAR; fyn_insurance_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_insurance_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_insurance_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Medtech & Life Science Tools,0.7076,pe,29.8537,39.2792,0.76,0.4286,build_fy_norm.py --current over SEC EDGAR; fyn_medical_services_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_medical_services_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_medical_services_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Medtech & Life Science Tools,0.7076,ev_ebitda,13.7991,22.25625,0.62,0.3571,build_fy_norm.py --current over SEC EDGAR; fyn_medical_services_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_medical_services_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_medical_services_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Medtech & Life Science Tools,0.7076,ps,3.56515,4.7618,0.7487,0.2143,build_fy_norm.py --current over SEC EDGAR; fyn_medical_services_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_medical_services_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_medical_services_norm_summary.csv; aggregate=median,ok
2026-02-28,2026-02-27,Mining,1.6366,ev_ebitda,11.8009,8.865475,1.3311,0.2941,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-02-28,2026-02-27,Mining,1.6366,fcf_yield,0.019356,0.049783,2.572,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-02-28,2026-02-27,Mining,1.6366,pb,4.1759,2.6303,1.5876,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-02-28,2026-02-27,Mining,1.6366,pe,23.5657,20.8176,1.132,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-03-10,2026-03-10,Mining,1.4902,ev_ebitda,10.8693,8.865475,1.226,0.2941,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-03-10,2026-03-10,Mining,1.4902,fcf_yield,0.021541,0.049783,2.3111,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-03-10,2026-03-10,Mining,1.4902,pb,3.8193,2.6303,1.452,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-03-10,2026-03-10,Mining,1.4902,pe,21.5996,20.8176,1.0376,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-03-20,2026-03-20,Mining,1.2069,ev_ebitda,9.1781,8.865475,1.0353,0.2941,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-03-20,2026-03-20,Mining,1.2069,fcf_yield,0.02767,0.049783,1.7992,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-03-20,2026-03-20,Mining,1.2069,pb,3.0773,2.6303,1.1699,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-03-20,2026-03-20,Mining,1.2069,pe,18.0308,20.8176,0.8661,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-03-30,2026-03-30,Mining,1.2701,ev_ebitda,9.598,8.865475,1.0826,0.2941,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-03-30,2026-03-30,Mining,1.2701,fcf_yield,0.026528,0.049783,1.8766,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-03-30,2026-03-30,Mining,1.2701,pb,3.3124,2.6303,1.2593,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-03-30,2026-03-30,Mining,1.2701,pe,18.9169,20.8176,0.9087,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-04-10,2026-04-10,Mining,1.5365,ev_ebitda,11.755,8.865475,1.3259,0.2941,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-04-10,2026-04-10,Mining,1.5365,fcf_yield,0.021943,0.049783,2.2687,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-04-10,2026-04-10,Mining,1.5365,pb,3.8835,2.6303,1.4764,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-04-10,2026-04-10,Mining,1.5365,pe,23.4688,20.8176,1.1274,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-04-20,2026-04-20,Mining,1.5363,ev_ebitda,12.1454,8.865475,1.37,0.2941,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-04-20,2026-04-20,Mining,1.5363,fcf_yield,0.022151,0.049783,2.2474,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
2026-04-20,2026-04-20,Mining,1.5363,pb,3.6889,2.6303,1.4025,0.2353,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_mining_norm_summary.csv; aggregate=median,ok
